"hashtag","extracted_location","positive","negative","neutral","trust","anticipation","fear","sadness","joy","anger","suprise","disgust","total_positive","total_negative"
"#Alaska","india",1,0,0,0,1,0,0,0,0,0,0,1,1
"#Alaska","malaysia",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Alaska","united states",2,0,0,2,1,0,0,2,0,1,0,7,1
"#Alaska.","israel",3,0,0,2,1,1,1,0,0,0,0,5,3
"#Albania","albania",0,1,0,0,1,1,0,0,0,0,0,0,3
"#Albania,","albania",2,0,0,1,1,0,0,0,0,0,0,3,1
"#alberta",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Alberta",NA,2,2,0,1,1,1,1,0,0,0,1,3,6
"#Albertans","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#alcohol","united states",1,2,0,0,1,3,2,0,1,1,2,2,10
"#Alcohol",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#aleksandarvucic","serbia",2,0,0,1,0,0,0,0,0,0,0,3,0
"#ALERT","india",3,0,0,1,1,0,0,1,0,1,0,6,1
"#alert.",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#AlexeyNavalny",NA,2,1,0,1,0,0,0,1,0,0,0,4,1
"#Alexion","india",4,0,0,0,0,0,0,0,0,0,0,4,0
"#AlexSaab",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Algarvenews",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Algeria","algeria",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Algeria","china",3,2,0,0,2,3,1,0,1,0,0,3,8
"#Algeria","spain",4,0,0,1,2,0,0,0,0,0,0,5,2
"#Algeria","united states",3,0,0,1,0,0,0,0,0,0,0,4,0
"#Algeria",NA,16,1,4,1,6,1,1,2,1,2,1,21,10
"#Algeria,","china",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Algeria:","united states",2,0,0,0,1,0,0,0,0,0,0,2,1
"#Algerie",NA,8,0,4,0,2,0,0,2,0,2,0,12,2
"#Alhamdulillah","qatar",2,0,0,1,1,1,0,1,0,1,0,5,2
"#alien",NA,0,1,0,0,0,1,0,0,0,0,1,0,3
"#Alimony",NA,0,1,0,1,0,0,0,0,0,0,0,1,1
"#alisadapara",NA,1,0,0,1,2,0,0,1,0,0,0,3,2
"#AliZafar.",NA,0,1,0,0,0,1,0,0,0,0,0,0,2
"#All4Oregon","united states",0,0,0,1,1,0,0,0,0,0,0,1,1
"#Allah_CanBe_Seen",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#alldone",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#AllDone","united states",2,0,0,1,0,0,0,2,0,0,0,5,0
"#allergic","malaysia",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Allergic","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#allergicreactions",NA,1,0,0,1,0,1,1,0,0,0,0,2,2
"#AllergicReactions","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#allergies",NA,1,1,1,0,0,1,1,0,1,1,0,2,3
"#allergies,","united states",1,1,0,0,0,1,1,0,0,0,0,1,3
"#allergyhour.",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#alliance",NA,10,0,0,5,0,0,0,0,0,0,0,15,0
"#allinillinois","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#allinthistogether","united states",1,1,0,0,0,1,1,0,1,1,0,2,3
"#allowing",NA,1,2,0,0,0,1,0,0,0,0,0,1,3
"#Allright",NA,1,1,0,0,0,0,0,0,0,0,0,1,1
"#AlmostThere",NA,3,0,0,1,2,0,0,2,0,2,0,8,2
"#ALNvGS",NA,2,2,0,2,2,2,2,0,2,2,2,6,10
"#alonetogether.","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#AlphabetInc.","india",1,0,0,0,1,0,0,0,0,0,0,1,1
"#AlreadyMarketedAndUsed","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Alrosa","portugal",1,0,0,0,0,1,0,1,0,0,0,2,1
"#Alrosa","united kingdom",5,0,0,0,0,5,0,5,0,0,0,10,5
"#Alrosa",NA,2,0,0,0,0,2,0,2,0,0,0,4,2
"#Alrosa.","india",2,0,0,0,0,0,0,1,0,0,0,3,0
"#alta","united states",1,1,0,0,0,1,1,0,1,0,0,1,3
"#Alters",NA,2,0,0,2,1,1,0,0,0,0,0,4,2
"#AmarinderSingh","india",0,1,0,1,0,0,1,0,1,0,2,1,4
"#amazing","united states",1,0,0,0,0,0,0,1,0,1,0,3,0
"#amazon",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#Amazon","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Amazon",NA,2,1,1,0,1,1,0,0,0,0,1,2,4
"#Amazon.",NA,1,1,0,1,1,0,1,1,1,1,0,4,3
"#Amazonas",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#AmazonPrime",NA,1,0,0,0,1,0,0,0,0,0,0,1,1
"#Ambani","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Amc",NA,1,0,0,1,1,0,0,1,0,0,0,3,1
"#AMEN",NA,3,0,0,2,1,0,0,2,0,0,0,7,1
"#America","israel",1,1,0,1,0,0,1,1,0,2,0,5,2
"#America","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#America",NA,4,2,0,1,0,2,2,1,1,3,1,9,7
"#AMERICA",NA,0,3,0,0,0,1,2,0,0,0,3,0,9
"#America's","belgium",1,0,0,0,0,0,0,0,1,0,0,1,0
"#America.","italy",2,1,0,1,0,0,1,0,0,0,0,3,2
"#America.","pakistan",1,0,0,1,0,1,1,0,0,0,0,2,2
"#America.",NA,1,0,0,0,0,0,0,0,0,1,0,2,0
"#American","netherlands",1,0,0,0,0,0,0,0,0,0,0,1,0
"#American","united states",2,0,0,2,0,0,0,1,0,0,0,5,0
"#American",NA,7,2,0,2,1,1,1,1,0,1,2,11,7
"#American,",NA,1,2,0,0,0,1,1,0,1,0,0,1,4
"#AmericanAirlines","czech republic",0,0,0,0,1,0,0,0,0,0,0,0,1
"#AmericanRescuePlan.",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#americans",NA,0,1,0,0,0,1,1,0,0,0,0,0,3
"#Americans","india",3,0,0,1,1,1,0,1,0,0,0,5,2
"#Americans","italy",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Americans",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#americans.","united states",1,0,0,1,0,0,0,0,0,0,0,2,0
"#Americans.","united states",2,0,0,1,0,0,0,0,0,0,0,3,0
"#AmericaOrTrump",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Americas","china",0,0,1,0,0,0,0,0,0,0,0,0,0
"#amishdevgan","india",4,0,0,1,3,0,0,3,0,1,0,9,3
"#amishdevgan",NA,8,0,0,2,6,0,0,6,0,2,0,18,6
"#AmitShah","india",2,0,0,0,0,0,0,0,0,0,0,2,0
"#AmitShah",NA,1,0,1,0,0,0,0,0,0,0,0,1,0
"#AMLO's","mexico",2,1,0,1,2,0,0,0,0,0,0,3,3
"#AmongUs??",NA,1,0,0,0,2,2,0,0,0,0,0,1,4
"#AmorInstantaneo",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#amputee.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Amravati.",NA,0,1,0,0,0,0,0,0,0,0,0,0,1
"#Amul","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Amul",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#AmwalAlGhadEN","egypt",2,0,0,1,0,0,0,0,0,0,0,3,0
"#Amzn",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Analysis",NA,0,1,0,0,0,0,0,0,1,0,0,0,1
"#analysisNyTimes",NA,2,0,0,0,1,0,0,1,0,1,0,4,1
"#anaphylaxis","ireland republic",1,1,0,0,1,1,0,0,0,0,0,1,3
"#anaphylaxis",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#Anaphylaxis","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Anaphylaxis",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#anaphylaxis!.","united states",1,0,0,0,1,1,0,0,0,0,0,1,2
"#anaphylaxis:",NA,1,1,0,0,0,1,1,0,0,0,0,1,3
"#anaphylaxis?","sweden",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Anchorage",NA,2,0,0,1,1,0,1,1,0,1,0,5,2
"#Andalucia","spain",3,2,1,0,2,2,1,0,1,0,0,3,7
"#andolanjivis",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#AndreRussell",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#andrewcuomo",NA,0,1,0,0,0,1,0,0,0,0,0,0,2
"#Anganwadi",NA,1,1,0,0,0,0,1,0,0,0,0,1,2
"#AngelaMerkel","france",1,0,0,0,0,0,0,0,0,0,0,1,0
"#AngelaMerkel","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#AngelaMerkel",NA,3,1,1,0,2,0,1,0,1,0,1,3,5
"#AngelaMerkel,","hungary",2,1,0,2,1,0,1,1,0,0,0,5,3
"#angels",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#AngelsLikeYou",NA,1,1,0,0,0,1,2,1,1,0,1,2,5
"#AngkorTimes","united states",2,2,0,1,0,1,0,1,1,0,0,4,3
"#Angola,","portugal",1,0,0,0,0,1,0,1,0,0,0,2,1
"#Angola,","united kingdom",5,0,0,0,0,5,0,5,0,0,0,10,5
"#Angola,",NA,4,0,0,1,0,2,0,3,0,0,0,8,2
"#AniesTopLeader.","indonesia",1,0,0,0,1,0,0,0,0,0,0,1,1
"#anitaaanad",NA,1,1,0,0,0,0,0,0,0,0,1,1,2
"#AnitaQuidangen,","united states",0,0,0,1,0,0,0,0,0,0,0,1,0
"#Ankara's","israel",1,0,0,1,0,0,0,0,0,0,0,2,0
"#ankylosingspondylitis","united kingdom",1,0,0,0,0,0,0,0,0,0,0,1,0
"#AnnualReport",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Anonymous","india",1,1,0,0,0,0,0,0,0,0,0,1,1
"#Anonymous",NA,0,3,0,2,1,0,0,0,0,0,0,2,4
"#AnOunceOfPrevention",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#AnshumanMishra","india",0,0,0,1,0,0,0,0,0,0,0,1,0
"#anthonybourdain",NA,1,0,0,0,2,0,0,0,0,0,0,1,2
"#anthonyFauci",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#AnthonyFauci","united states",0,2,0,0,0,1,0,0,0,0,0,0,3
"#AnthonyFauci",NA,3,0,1,1,1,0,0,1,0,1,0,6,1
"#AnthonyFauci.","united states",1,0,4,0,0,0,0,0,0,0,0,1,0
"#AnthonyHarnden",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#antibjp",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#antibodies","finland",4,1,0,2,2,1,1,3,0,0,0,9,5
"#antibodies","united states",0,2,0,0,0,1,0,0,1,0,1,0,4
"#antibodies",NA,3,3,1,0,1,3,1,1,2,0,2,4,10
"#Antibodies",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#antibodies.","united states",0,0,0,1,0,0,0,0,0,0,0,1,0
"#Antibodies.","united states",3,0,0,1,1,1,0,2,0,0,0,6,2
"#Antibodies.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#antibody","united kingdom",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Anticoagulants",NA,1,0,0,2,0,0,0,0,0,0,0,3,0
"#AntiCovid","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#AntiIndia",NA,0,1,0,0,0,1,1,0,1,0,1,0,4
"#Antimicrobial","india",2,0,0,1,1,1,0,1,1,0,1,4,3
"#antimodi",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#antiphospholipidsyndrome",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#AntiProtest",NA,1,1,0,0,0,0,1,0,0,0,0,1,2
"#antisvslarries.","india",3,0,0,1,1,0,0,1,0,1,0,6,1
"#AntiVaccine","united states",2,2,0,0,0,1,0,0,0,0,1,2,4
"#antivax","united kingdom",1,0,1,0,0,0,0,0,0,0,0,1,0
"#antivax,","netherlands",1,0,0,1,0,1,1,1,1,0,1,3,3
"#Antivax:",NA,1,0,0,1,0,0,0,1,0,0,0,3,0
"#antivax;","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#antivaxx","united kingdom",0,1,0,0,1,0,0,0,0,0,0,0,2
"#Antivaxx",NA,1,0,0,0,1,0,0,0,0,0,0,1,1
"#AntiVaxx","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#AntiVaxxer",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#antivaxxer.","united kingdom",1,0,0,0,0,0,0,0,0,0,0,1,0
"#antivaxxers","united states",0,0,2,0,0,0,0,0,0,0,0,0,0
"#antivaxxers","zimbabwe",0,0,0,0,0,0,0,0,1,0,0,0,0
"#antivaxxers",NA,1,2,0,1,1,2,0,1,1,1,1,4,6
"#antiviral",NA,1,1,0,0,0,0,0,0,0,0,0,1,1
"#AnuragKashyap",NA,1,0,0,1,2,0,0,0,0,0,0,2,2
"#Anutin","india",1,1,0,0,0,1,1,0,0,1,0,2,3
"#Anvisa","united arab emirates",1,0,0,1,1,0,0,1,0,0,0,3,1
"#ANVISA?",NA,2,1,0,1,0,0,0,0,0,0,0,3,1
"#anxiety","united states",1,1,0,0,1,1,1,0,1,0,0,1,4
"#anxious,",NA,1,5,0,0,1,2,3,0,2,0,2,1,13
"#AnyBets:","india",1,1,0,0,0,0,0,0,0,0,1,1,2
"#Anyflix","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#anynews",NA,2,1,1,0,1,1,1,1,1,2,0,5,4
"#AnyVirus","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#anywhereanytime",NA,2,1,1,0,1,1,1,1,1,2,0,5,4
"#aoc",NA,1,0,0,0,0,0,0,0,0,1,0,2,0
"#AOC","united states",7,0,1,0,0,0,0,0,0,0,0,7,0
"#aonTheAirNOW","united states",0,0,0,0,1,0,0,0,0,0,0,0,1
"#aotspoilers137.",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Apartheidisrael",NA,1,0,0,0,1,0,0,0,0,0,0,1,1
"#aph","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#APNH",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#apple",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Apple","united states",0,0,3,0,0,0,0,0,0,0,0,0,0
"#Apple",NA,1,0,1,0,0,0,0,0,0,0,0,1,0
"#Applepharmaceuticals.","india",1,0,0,1,0,0,0,1,0,0,0,3,0
"#approval","bulgaria",3,0,0,1,0,0,0,0,0,0,0,4,0
"#approval","malta",3,0,0,1,0,0,0,1,0,0,0,5,0
"#Approval",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#approval.","malaysia",2,0,0,0,0,0,0,0,1,0,0,2,0
"#approve..",NA,2,1,0,3,1,0,1,1,1,0,0,6,3
"#AprilFools","united states",0,2,0,0,0,1,0,0,1,1,1,1,4
"#AprilFoolsDay.","mexico",1,0,0,0,1,0,0,0,0,0,0,1,1
"#APT29",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#arabie_saabia:",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#ArabLeague","china",7,0,0,3,0,0,0,0,0,0,0,10,0
"#archdiocese",NA,2,2,0,0,1,1,0,0,0,0,1,2,5
"#ArcturusTherapeutics","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Arcuri",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Arequipa","peru",0,0,0,1,0,0,0,0,0,0,0,1,0
"#Argentina","china",20,6,1,4,7,4,4,3,1,7,0,34,21
"#Argentina","india",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Argentina","philippines",1,1,0,0,0,1,1,0,0,1,0,2,3
"#Argentina",NA,21,4,3,4,2,4,2,2,0,3,0,30,12
"#Argentina's","china",1,1,0,0,0,1,1,0,0,1,0,2,3
"#Argentina's",NA,2,2,1,1,0,2,2,0,1,1,1,4,7
"#Argentina.","china",2,0,0,0,1,0,0,1,0,0,0,3,1
"#Argentinas",NA,1,0,0,0,1,0,0,0,0,0,0,1,1
"#Argentine","china",2,1,0,1,0,0,0,1,0,0,0,4,1
"#Argentine","sri lanka",1,1,0,0,0,1,1,0,0,1,0,2,3
"#ArifAlvi","china",3,0,0,1,2,1,0,1,0,1,0,6,3
"#Arizona",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Armenia","armenia",0,0,0,0,1,0,0,0,0,0,0,0,1
"#Armenian",NA,1,0,0,1,1,0,0,1,0,0,0,3,1
"#armissore",NA,2,0,0,0,1,0,0,1,0,0,0,3,1
"#armscontrol",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#ARN.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#ArnM",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#ARNm.",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#arogyasetu","india",2,0,0,1,0,0,0,0,0,0,0,3,0
"#arogyasetu",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#ArogyaSetu",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#ArrestRamdev",NA,1,1,0,0,0,0,0,0,0,0,0,1,1
"#arrival",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#art","india",2,0,0,1,1,0,1,2,0,2,0,7,2
"#art",NA,4,0,0,0,2,0,2,3,0,2,0,9,4
"#artbynet","united kingdom",2,0,0,0,0,0,0,0,0,0,0,2,0
"#artficial",NA,0,1,0,0,0,0,0,0,1,0,0,0,1
"#Arthus",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#Article16","united states",1,0,0,0,0,0,0,1,0,1,0,3,0
"#article370",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#ArtificialIntelligence",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#ArtificialIntelligence,",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#artistsoninstagram","india",2,0,0,1,1,0,1,2,0,2,0,7,2
"#artonlink","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Arviat",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#ArviatStrong",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#ArvindKejriwal.",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#AsaduddinOwaisi",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#Asali","india",1,1,0,2,0,0,0,0,1,0,0,3,1
"#asap.",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Ascension",NA,0,0,0,1,0,0,0,0,0,0,0,1,0
"#ascoltitv.",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#ASEAN",NA,2,0,0,0,1,0,0,0,0,1,0,3,1
"#ASeguirCuidandose","argentina",0,0,1,0,0,0,0,0,0,0,0,0,0
"#AshWednesday",NA,2,0,0,0,0,0,0,1,0,0,0,3,0
"#Asia","italy",2,1,0,1,0,0,1,0,0,0,0,3,2
"#Asia's","malaysia",3,0,0,0,1,0,0,0,0,0,0,3,1
"#Asia.",NA,2,0,0,2,1,0,0,1,0,1,0,6,1
"#asian","united kingdom",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Asian","indonesia",1,0,0,2,1,0,0,0,0,0,0,3,1
"#Asiancountries",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#AsianetNews",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#AsiansAreHuman",NA,1,0,1,1,1,1,0,1,0,0,0,3,2
"#AskADoctor","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#askhambar",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#AskJeremy","united kingdom",1,0,0,0,0,0,0,0,1,0,0,1,0
"#askmeanything",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#AskTheExpert.",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#AskTheExperts2","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#AskTwitter",NA,1,1,0,0,0,0,0,0,0,0,0,1,1
"#Assam","india",2,0,0,0,1,0,0,2,0,0,0,4,1
"#Assam",NA,2,0,0,1,0,0,0,0,0,0,0,3,0
"#Assam,",NA,1,1,0,1,1,0,0,1,2,1,1,4,3
"#Assam.","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Assange",NA,0,3,0,0,0,0,1,0,0,0,0,0,4
"#Assemblyelections","india",3,0,0,1,0,0,0,0,0,0,0,4,0
"#Assemblyelections2021.","india",1,0,0,1,1,0,0,0,0,0,0,2,1
"#assistedliving","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#asthma","united kingdom",1,0,0,0,0,0,0,0,0,0,0,1,0
"#asthmatic",NA,1,1,0,0,0,0,0,0,0,0,1,1,2
"#Astra?",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#astraseneca",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Astrazaneca",NA,0,1,0,0,0,1,1,0,0,1,0,1,3
"#AstraZaneca",NA,3,0,0,0,0,0,0,0,0,0,0,3,0
"#Astrazaneca;","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Astrazenaca",NA,1,0,0,0,0,0,1,0,0,0,0,1,1
"#AstraZenaca","france",0,0,0,1,0,0,0,0,0,0,0,1,0
"#AstraZenaca","india",1,1,0,0,0,0,0,0,0,0,0,1,1
"#AstraZenaca","united kingdom",4,1,1,1,1,0,0,1,1,0,0,6,2
"#AstraZenaca","united states",7,2,1,2,4,3,1,2,4,0,1,11,11
"#AstraZenaca",NA,13,6,6,4,4,5,2,0,2,0,0,17,17
"#AstraZenaca,",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#AstraZenaca/Oxford","united states",2,0,0,1,0,0,0,0,0,0,0,3,0
"#astrazenec",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#astrazeneca","france",1,0,0,0,0,0,0,0,0,0,0,1,0
"#astrazeneca","indonesia",0,1,0,0,0,1,0,0,0,0,0,0,2
"#astrazeneca","mexico",2,0,0,1,0,0,0,0,0,0,0,3,0
"#astrazeneca","philippines",1,0,0,0,0,0,0,0,0,0,0,1,0
"#astrazeneca","united kingdom",0,1,0,0,1,1,0,0,0,0,0,0,3
"#astrazeneca","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#astrazeneca",NA,16,7,15,4,5,3,7,3,5,1,1,24,23
"#Astrazeneca","niger",1,1,0,0,0,1,1,0,0,0,0,1,3
"#Astrazeneca","thailand",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Astrazeneca","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Astrazeneca",NA,20,3,2,6,6,1,0,3,3,3,0,32,10
"#AstraZeneca","argentina",2,0,0,0,0,0,0,0,0,0,0,2,0
"#AstraZeneca","azerbaijan",1,0,1,0,0,0,0,0,0,0,0,1,0
"#AstraZeneca","bahrain",0,1,0,0,0,0,0,0,1,0,0,0,1
"#AstraZeneca","bangladesh",2,0,2,1,1,0,0,1,0,1,0,5,1
"#AstraZeneca","belgium",3,0,0,0,1,0,0,1,0,0,0,4,1
"#AstraZeneca","colombia",1,0,0,1,1,0,0,1,0,1,0,4,1
"#AstraZeneca","croatia",0,0,2,0,0,0,0,0,0,0,0,0,0
"#AstraZeneca","egypt",0,0,2,0,0,0,0,0,0,0,0,0,0
"#AstraZeneca","finland",0,1,0,0,0,1,1,0,1,1,0,1,3
"#AstraZeneca","france",6,4,3,3,4,1,1,1,1,0,1,10,11
"#AstraZeneca","ghana",2,0,0,0,0,0,0,0,0,0,0,2,0
"#AstraZeneca","india",37,9,7,13,8,7,3,4,3,5,0,59,27
"#AstraZeneca","indonesia",2,0,0,0,0,0,0,0,0,0,0,2,0
"#AstraZeneca","ireland republic",5,3,2,1,2,1,1,1,1,0,2,7,9
"#AstraZeneca","italy",3,3,1,1,2,1,1,0,0,0,1,4,8
"#AstraZeneca","japan",1,1,0,1,0,0,0,0,0,0,0,2,1
"#AstraZeneca","jordan",2,0,0,2,0,0,0,0,0,0,0,4,0
"#AstraZeneca","malaysia",0,0,0,1,0,0,0,0,0,0,0,1,0
"#AstraZeneca","mexico",0,0,1,0,0,0,0,0,0,0,0,0,0
"#AstraZeneca","netherlands",0,0,0,0,2,0,0,0,0,0,0,0,2
"#AstraZeneca","niger",3,1,0,0,0,0,0,0,0,0,1,3,2
"#AstraZeneca","pakistan",1,0,4,0,0,0,0,0,0,0,0,1,0
"#AstraZeneca","philippines",0,0,2,0,0,0,0,0,0,0,0,0,0
"#AstraZeneca","portugal",3,0,0,0,0,0,0,0,0,0,0,3,0
"#AstraZeneca","saudi arabia",0,1,0,0,0,1,0,0,0,0,0,0,2
"#AstraZeneca","slovakia",2,0,0,0,2,0,0,1,0,0,0,3,2
"#AstraZeneca","spain",1,0,1,0,0,0,0,0,0,0,0,1,0
"#AstraZeneca","sri lanka",1,1,0,0,0,1,1,0,0,1,0,2,3
"#AstraZeneca","switzerland",1,0,0,0,0,0,0,0,0,0,0,1,0
"#AstraZeneca","thailand",1,0,0,0,2,0,0,0,0,0,0,1,2
"#AstraZeneca","united arab emirates",10,1,0,2,1,2,0,1,2,0,0,13,4
"#AstraZeneca","united kingdom",64,13,12,21,15,9,7,17,12,14,6,116,50
"#AstraZeneca","united states",75,26,22,18,19,16,10,7,7,9,4,109,75
"#AstraZeneca","zimbabwe",1,1,0,0,0,1,1,0,0,0,1,1,4
"#AstraZeneca",NA,254,120,76,104,80,70,68,49,66,47,40,454,378
"#ASTRAZENECA","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#ASTRAZENECA",NA,2,0,0,1,0,0,0,0,0,1,0,4,0
"#AstraZeneca's","bangladesh",1,0,0,0,1,1,0,0,0,1,0,2,2
"#AstraZeneca's","belgium",0,2,0,0,0,1,2,0,0,0,1,0,6
"#AstraZeneca's","france",2,0,0,1,1,0,0,0,0,0,0,3,1
"#AstraZeneca's","hungary",1,1,0,1,1,0,1,0,0,0,0,2,3
"#AstraZeneca's","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#AstraZeneca's","united arab emirates",3,0,0,0,0,0,0,0,0,0,0,3,0
"#AstraZeneca's","united states",2,1,0,1,0,1,1,1,0,1,0,5,3
"#AstraZeneca's",NA,3,0,0,1,1,0,0,0,0,0,0,4,1
"#AstraZeneca's.",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#AstraZeneca'svaccine?","united states",2,0,0,1,0,0,0,0,0,0,0,3,0
"#AstraZeneca-#Oxford",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#AstraZeneca-eligible","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#AstraZeneca!.....","ireland republic",0,2,0,0,0,2,2,0,1,0,1,0,7
"#Astrazeneca,",NA,2,1,0,0,0,0,0,0,0,0,0,2,1
"#AstraZeneca,","bulgaria",0,0,1,0,0,0,0,0,0,0,0,0,0
"#AstraZeneca,","greece",1,0,0,2,0,0,0,0,0,0,0,3,0
"#AstraZeneca,","india",0,1,0,0,0,1,1,0,1,1,0,1,3
"#AstraZeneca,","united states",6,0,0,3,3,0,0,2,0,1,1,12,4
"#AstraZeneca,",NA,7,3,3,4,3,1,1,3,1,0,3,14,11
"#AstraZeneca,.","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#AstraZeneca,.",NA,2,0,0,0,0,0,0,1,0,0,0,3,0
